gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
RP11-234N17.1,3,-0.263,0.077,-3.4,0.000683623517371926,0.00219911640369053,0,0,1.67,down
HSPA8,3,0.75,0.221,3.4,0.000683624677246187,0.00219911640369053,88.1,0.1144,16.74,up
ALG14,3,0.375,0.111,3.39,0.000688092067387793,0.00221318318294598,80.4,0.0264,10.21,up
RAB7A,3,0.285,0.084,3.39,0.000688563085026238,0.00221439390814387,84.1,0.0154,12.59,up
EVI5L,3,0.265,0.078,3.39,0.000689475169297565,0.00221702256017674,43.6,0.0076,3.54,up
RP11-500M8.6,3,0.699,0.206,3.39,0.000690553318971851,0.00222018440376488,51.5,0.065,4.12,up
GPC6,3,-1.537,0.453,-3.39,0.000691187343158463,0.00222191767591273,85.1,0.4921,13.38,down
ACSF2,3,-0.757,0.223,-3.39,0.000692452751812439,0.00222567986642556,93.2,0.1276,29.63,down
CTD-2007L18.5,3,0.143,0.042,3.39,0.000693888247121129,0.00222998764097453,0,0,0.41,up
ZNF276,3,0.181,0.053,3.39,0.00069408710652678,0.00223032053214624,3.5,3e-04,2.07,up
SQSTM1,3,-0.271,0.08,-3.39,0.000695608659951984,0.00223490298117156,73.5,0.0118,7.55,down
TIGD1,3,-0.248,0.073,-3.39,0.000696475057273912,0.00223737952733978,7.7,0.0015,2.17,down
RPL4P4,3,-0.207,0.061,-3.39,0.000696686943461105,0.00223775310914942,61,0.0064,5.13,down
MTCL1,3,1.169,0.345,3.39,0.000697004022785487,0.00223846442164707,95.3,0.3291,42.33,up
GNAS,3,-0.23,0.068,-3.39,0.000697617075808091,0.00224000578803834,75.2,0.0093,8.08,down
ZNF343,3,-0.295,0.087,-3.39,0.000697675347113826,0.00224000578803834,77.1,0.0154,8.74,down
MRPL12,3,0.71,0.209,3.39,0.000697845287520439,0.00224024414914508,91.3,0.1165,22.96,up
RP11-440I14.2,2,-0.906,0.267,-3.39,0.000699886163137482,0.00224648775440632,61.9,0.0911,2.62,down
AP001615.9,3,0.552,0.163,3.39,0.000700655846651154,0.00224864994711501,88,0.0683,16.61,up
RP13-39P12.3,3,-0.329,0.097,-3.39,0.000701030855628189,0.00224954507188489,80.5,0.0209,10.25,down
HORMAD2-AS1,3,-0.194,0.057,-3.39,0.000701525656107821,0.00225064037386919,0,0,0.8,down
CTC-425F1.4,3,0.717,0.211,3.39,0.000701564475548868,0.00225064037386919,90.8,0.1087,21.75,up
AGK,3,0.084,0.025,3.39,0.000701686643527196,0.0022507238474004,0,0,0.11,up
RP11-17J14.2,3,-0.583,0.172,-3.39,0.000702319088400417,0.00225244383345189,76.6,0.0542,8.54,down
COX16,3,0.203,0.06,3.39,0.000702579376742817,0.00225296994933871,62.7,0.0066,5.36,up
RNH1,3,0.141,0.042,3.39,0.000704088670215808,0.00225750057267249,0,0,1.98,up
CCL5,3,1.211,0.358,3.39,0.000705271699978107,0.00226098400777698,81.6,0.2451,10.85,up
ITIH5,2,-0.617,0.182,-3.39,0.000705686429612492,0.00226200378348608,74.7,0.0507,3.95,down
KIAA1614-AS1,3,-0.408,0.12,-3.39,0.000707578497009188,0.00226775808276124,45.7,0.0205,3.68,down
CRELD2,3,0.527,0.156,3.39,0.000709155965830254,0.00227250266996857,89,0.0575,18.15,up
ASB7,3,0.17,0.05,3.39,0.000709923406518363,0.00227465056435647,61.5,0.0044,5.2,up
PEX12,3,-0.207,0.061,-3.39,0.000711765959738787,0.00228024214472769,44.6,0.0049,3.61,down
RP11-104H15.8,3,-0.259,0.077,-3.38,0.000714188240343533,0.00228768917873587,4.2,0.0011,2.09,down
GLI2,3,-1.32,0.39,-3.38,0.000714726060412404,0.00228909869314461,85.8,0.3494,14.04,down
CD164,3,-0.158,0.047,-3.38,0.000715424202984179,0.00229102122676561,34.3,0.0023,3.04,down
TPPP,3,-2.086,0.617,-3.38,0.000716235140752064,0.00229330439199358,93.6,0.9886,31.48,down
GNA11,3,-0.177,0.052,-3.38,0.000716825236525544,0.0022948799181929,41.1,0.0034,3.4,down
SQRDL,3,0.779,0.23,3.38,0.000717694034568707,0.0022973471427894,95.9,0.1482,48.64,up
C22orf34,2,-0.318,0.094,-3.38,0.000718709638898372,0.00230028355714684,0,0,0.75,down
CATSPER2,3,-0.333,0.098,-3.38,0.000719656858585387,0.00230300032845186,33.9,0.0108,3.03,down
VEGFB,3,-0.383,0.113,-3.38,0.000721269455518065,0.0023078453641638,83.8,0.0299,12.35,down
MFSD14A,3,0.104,0.031,3.38,0.00072380397339812,0.00231563854219989,0,0,1.46,up
UBD,2,2.219,0.656,3.38,0.000724099006221603,0.00231626586999747,95.2,0.8213,20.84,up
TBCE,3,0.239,0.071,3.38,0.000726642874410747,0.00232408567387364,64.7,0.0086,5.67,up
GNPTAB,3,-0.378,0.112,-3.38,0.000727924959493218,0.00232786822087114,88.6,0.0302,17.49,down
AC017074.2,3,0.483,0.143,3.38,0.000728384669041826,0.00232902017724356,39.4,0.024,3.3,up
SNRPGP10,3,0.826,0.245,3.38,0.000729246922889486,0.00233145878420103,91.9,0.1613,24.69,up
CINP,3,0.245,0.072,3.38,0.000730291501039237,0.00233447955043391,83.9,0.0123,12.42,up
TIMP3,3,-1.268,0.375,-3.38,0.000731683045620763,0.00233860846735888,91.9,0.3499,24.56,down
FLJ37035,3,-0.617,0.183,-3.38,0.000732257566284128,0.00234012523810855,81.2,0.0703,10.63,down
CHCHD4P4,2,0.468,0.139,3.38,0.000732440954841022,0.00234039179796253,3.4,0.003,1.03,up
BRSK2,3,-0.523,0.155,-3.38,0.000732678841785241,0.00234083240171294,24.4,0.0199,2.65,down
MT-ATP6,3,-0.189,0.056,-3.38,0.000733531988770286,0.00234323830855945,0,0,1.76,down
RP11-488C13.7,3,0.695,0.206,3.38,0.000733753305450551,0.00234362547786764,86.5,0.0917,14.77,up
COMMD4,3,0.303,0.09,3.38,0.000734000736977885,0.00234409594159827,77.2,0.0161,8.77,up
IDH2,3,0.51,0.151,3.38,0.000734297062905634,0.00234472240425017,80.4,0.045,10.2,up
EPS8,3,-0.62,0.184,-3.38,0.000735623978807751,0.002348639078002,86.1,0.0677,14.36,down
PRKCQ-AS1,3,2.408,0.713,3.38,0.000736542736463842,0.0023512129764025,94.6,1.4229,36.98,up
HNRNPA1P8,3,0.139,0.041,3.38,0.000736631038016829,0.0023512129764025,0,0,0.11,up
GALNT16,2,-1.898,0.563,-3.38,0.000738145579920908,0.00235572595506047,94.9,0.6014,19.64,down
UBE2SP2,3,1.036,0.307,3.37,0.000739869482419858,0.00236090576798889,64.1,0.1735,5.57,up
RP11-435I10.4,3,0.226,0.067,3.37,0.000740194531628964,0.00236162107004258,63.4,0.0079,5.46,up
RP11-647K16.1,2,-0.4,0.118,-3.37,0.000740928306720939,0.00236364005615024,8.7,0.0031,1.1,down
AP001350.4,3,-0.318,0.094,-3.37,0.0007413173351824,0.00236455886350794,0,0,0.13,down
KLLN,3,0.226,0.067,3.37,0.000741509494933236,0.00236484955952209,0,0,1.65,up
AC083862.6,2,-0.45,0.133,-3.37,0.000744004303529121,0.00237248286899785,0,0,0.12,down
ZXDB,3,-0.688,0.204,-3.37,0.000744802079821062,0.00237470333513092,94.5,0.1151,36.45,down
ATP1B3P1,3,0.718,0.213,3.37,0.000745062616919123,0.00237521051334056,86,0.1115,14.25,up
CTD-2196E14.3,3,0.248,0.074,3.37,0.000746459156296834,0.00237933856069616,0,0,1.62,up
AC005083.1,3,-0.976,0.289,-3.37,0.000747117204090173,0.00238111186256595,83,0.1806,11.74,down
CD44,3,0.216,0.064,3.37,0.000748222355297133,0.00238430943576784,67.4,0.0071,6.13,up
LPL,3,-1.139,0.338,-3.37,0.000748362134358539,0.00238443027129427,78.2,0.2115,9.19,down
RP11-77G23.2,2,-0.47,0.139,-3.37,0.000749168147632754,0.00238667353945769,61,0.0244,2.57,down
LINC02019,3,-0.355,0.105,-3.37,0.000749447382681493,0.00238723823393537,0,0,0.72,down
WDR37,3,0.117,0.035,3.37,0.000749697580122691,0.0023877102929377,35.1,0.0013,3.08,up
GOT2P2,3,0.745,0.221,3.37,0.000752730106354553,0.00239704245132006,55.7,0.0817,4.52,up
LINC02159,3,2.757,0.818,3.37,0.000752986296351175,0.00239753212884721,85.9,1.6002,14.15,up
RP11-216B9.9,3,-0.694,0.206,-3.37,0.000753265002691369,0.00239809335618146,92.2,0.1035,25.61,down
RAPGEF5,3,0.262,0.078,3.37,0.000753975054681647,0.00240002747552933,49.9,0.0084,3.99,up
HSPD1P5,2,0.462,0.137,3.37,0.000754460660369449,0.00240124671632745,3,0.0035,1.03,up
STAT5A,3,-0.185,0.055,-3.37,0.000754735991742974,0.00240179646964536,28.6,0.0027,2.8,down
AC004386.4,3,-0.296,0.088,-3.37,0.000756165320196479,0.00240601793944262,0,0,1.08,down
PLEKHA6,3,-1.312,0.389,-3.37,0.000756351921058828,0.00240628460452108,94.1,0.3956,34.04,down
RP11-638I2.8,3,0.937,0.278,3.37,0.000756993914782111,0.00240799980311652,92.2,0.2087,25.75,up
AC007899.3,3,0.58,0.172,3.37,0.000757127981526955,0.0024080990379843,66.8,0.0555,6.03,up
FARSA,3,0.372,0.11,3.37,0.00075776578970484,0.00240980021344934,74.8,0.0246,7.94,up
SVEP1,3,-1.215,0.361,-3.37,0.000758056404127589,0.00241039695248882,74.8,0.2339,7.94,down
SEMA6C,3,-0.453,0.135,-3.37,0.00075880879758159,0.00241246165185216,58.7,0.0297,4.84,down
SLC25A29,3,-0.756,0.225,-3.37,0.000760183155184754,0.00241650291685496,93.2,0.1376,29.55,down
USP51,3,-0.596,0.177,-3.37,0.000760449149206751,0.00241702024898586,80.1,0.0609,10.05,down
C16orf91,3,0.376,0.112,3.37,0.000761381112523486,0.00241965387768969,75.8,0.0261,8.26,up
RAB35,3,0.397,0.118,3.37,0.000762051457260929,0.00242145548568224,90.9,0.036,22.08,up
ZC4H2,3,-0.366,0.109,-3.37,0.000764425323431819,0.0024286688919945,63.5,0.0213,5.48,down
DUSP2,3,0.675,0.201,3.37,0.000764626254845118,0.00242897760885729,84.4,0.0827,12.83,up
HLA-DOB,3,0.458,0.136,3.37,0.000765079530512957,0.00243008775166592,71.4,0.0392,7,up
FBN2,3,1.718,0.51,3.36,0.000766582700481079,0.00243453187295639,81.3,0.5419,10.69,up
CERKL,3,0.611,0.182,3.36,0.000767455932654417,0.0024369744882674,65.3,0.0586,5.77,up
KLHL18,3,0.522,0.155,3.36,0.000769256275570687,0.00244235998302376,90.8,0.053,21.77,up
SAMD4A,3,-0.904,0.269,-3.36,0.000772934577023706,0.00245370565684132,88.3,0.1753,17.12,down
ELAC2,3,0.383,0.114,3.36,0.000773244579000705,0.00245435692879017,87.5,0.0309,15.97,up
CIZ1,3,-0.264,0.078,-3.36,0.000773860595358931,0.0024559792132263,77.4,0.0135,8.85,down
ZNF436-AS1,3,-0.469,0.139,-3.36,0.000774097891408842,0.00245639928697161,53.2,0.0299,4.27,down
CCND2-AS1,3,0.563,0.168,3.36,0.000774866524276055,0.00245850507817541,72.4,0.051,7.25,up
ADAM33,2,-1.312,0.39,-3.36,0.000775239022181779,0.00245935360756922,89.7,0.275,9.69,down
MPHOSPH8,3,-0.292,0.087,-3.36,0.000778073711346017,0.00246801185757438,85.3,0.0182,13.58,down
RP11-815J21.4,2,-1.019,0.303,-3.36,0.000778435146915273,0.00246850093684657,84.7,0.1559,6.55,down
NDUFB1,3,0.457,0.136,3.36,0.000778438801990745,0.00246850093684657,84,0.0409,12.52,up
EEF1A1P19,3,-0.297,0.088,-3.36,0.000778769475877273,0.00246921504277544,61,0.0142,5.13,down
LINC01343,3,1.447,0.431,3.36,0.000779307847340808,0.00247058740498388,80,0.4269,9.98,up
TRIM37,3,0.128,0.038,3.36,0.000780480071203848,0.0024739685831836,27.9,0.0013,2.77,up
FGD2,3,1.047,0.312,3.36,0.000780699461098547,0.00247432895814458,92.5,0.1933,26.54,up
RGP1,3,0.222,0.066,3.36,0.000781591603191477,0.00247682115054952,74.7,0.0081,7.89,up
CHRNB1,3,-0.232,0.069,-3.36,0.000782461340259075,0.00247924167760215,43.1,0.0059,3.52,down
CTD-3193O13.14,3,-0.674,0.201,-3.36,0.000785335644451211,0.00248770501417045,68.8,0.0802,6.41,down
FCGR2A,2,0.747,0.222,3.36,0.000785344955133479,0.00248770501417045,87.7,0.0869,8.15,up
FAM177A1,3,-0.1,0.03,-3.36,0.000786365902480606,0.00249060200394649,0,0,0.52,down
RP11-118M9.3,3,0.329,0.098,3.36,0.000788166598898314,0.00249596752078066,67.9,0.0185,6.24,up
PQLC2L,3,-0.654,0.195,-3.36,0.00078948704781015,0.00249981094307964,60.7,0.0668,5.09,down
LINC00511,3,0.662,0.197,3.36,0.000791365481007638,0.00250541987353365,89.1,0.1013,18.36,up
IL12RB2,3,1.272,0.379,3.36,0.000791756516183324,0.00250631890295273,94.7,0.3747,37.8,up
LBHD1,3,0.475,0.141,3.36,0.000791985512155697,0.00250668145494515,90.9,0.051,21.86,up
RP11-173P15.5,3,-0.124,0.037,-3.36,0.000792085211765957,0.00250668145494515,0,0,1.97,down
RP11-348N5.9,2,-1.118,0.333,-3.36,0.000793236863325273,0.00250998671716428,89.8,0.1997,9.82,down
CDKL2,3,-1.635,0.488,-3.35,0.000797086169186559,0.00252182594059848,80.8,0.5698,10.41,down
CLIP4,3,-0.459,0.137,-3.35,0.000798988071991519,0.0025275015915202,88.4,0.044,17.2,down
PWWP2B,3,-0.188,0.056,-3.35,0.000799163042660795,0.00252771350704588,0,0,0.64,down
PABPC1P3,3,0.194,0.058,3.35,0.000799636782400208,0.00252856082669521,26.1,0.0028,2.71,up
COG5,3,-0.238,0.071,-3.35,0.000799646964843635,0.00252856082669521,76.4,0.0104,8.49,down
RP11-351M8.2,3,0.604,0.18,3.35,0.000799845108751118,0.00252884577941044,52.2,0.0498,4.18,up
MAPKAPK5,3,-0.141,0.042,-3.35,0.000800249640972737,0.00252978309865372,52.8,0.0027,4.24,down
NCKAP5L,3,-0.379,0.113,-3.35,0.000800912442733811,0.00253153650715039,49.6,0.0186,3.97,down
VEZF1,3,-0.401,0.12,-3.35,0.000803200950364409,0.00253842730485763,91.3,0.0349,23.01,down
CCDC120,3,0.324,0.097,3.35,0.000804336884184821,0.00254167415252193,54.2,0.0135,4.36,up
RSRC2,3,0.11,0.033,3.35,0.00080473359850823,0.00254244984489639,0,0,1.41,up
CPEB4,3,0.471,0.141,3.35,0.000804799579250812,0.00254244984489639,82.1,0.038,11.17,up
C19orf47,3,0.307,0.092,3.35,0.00080607809080169,0.00254614519330411,77.2,0.0191,8.77,up
MIR3911,2,-0.29,0.087,-3.35,0.000806420021562394,0.00254688158186105,0,0,0.24,down
KIAA0430,3,-0.232,0.069,-3.35,0.000806837927345101,0.00254785768801045,70.5,0.0085,6.78,down
EXOSC7,3,-0.768,0.229,-3.35,0.000808552736123,0.00255292837872988,90.8,0.1228,21.65,down
TMEM44-AS1,3,-0.383,0.114,-3.35,0.000811021615661357,0.00256037828739268,35,0.0157,3.08,down
MMP27,2,-1.211,0.362,-3.35,0.000814569769410409,0.00257111738437736,88.3,0.2326,8.57,down
RPL5P30,3,-0.369,0.11,-3.35,0.000814642985173519,0.00257111738437736,53.4,0.0195,4.29,down
RNF38,3,-0.379,0.113,-3.35,0.000815031254958458,0.00257199604304698,86.5,0.0285,14.79,down
AP4S1,3,-0.218,0.065,-3.35,0.00081516603515612,0.00257207463498714,71.8,0.0084,7.09,down
GLUD1P3,3,-0.237,0.071,-3.35,0.000815584051605119,0.00257304677412725,0,0,0.55,down
KIAA1143,3,-0.227,0.068,-3.35,0.000819107781798514,0.00258381539740216,71.2,0.0091,6.94,down
CYSTM1,3,-0.441,0.132,-3.35,0.000819488088770385,0.00258466675694233,82.3,0.0401,11.32,down
LINC01943,3,0.884,0.264,3.35,0.000819883818742408,0.00258556652471252,80.5,0.1591,10.24,up
IRS2,3,-0.715,0.214,-3.35,0.000820125160636366,0.00258597924102057,93,0.1188,28.76,down
ARRB2,3,0.489,0.146,3.35,0.000821790047348043,0.00259087989473001,89.5,0.0541,19.07,up
KIAA1024,3,-0.366,0.11,-3.35,0.000822234405886899,0.00259193175429658,34.3,0.0127,3.05,down
RP11-338K17.6,3,0.285,0.085,3.35,0.000822561436153745,0.00259261352617787,38,0.0084,3.23,up
EML5,3,-0.394,0.118,-3.34,0.000822942494424008,0.00259346538125628,81.4,0.031,10.75,down
DTNA,3,-0.884,0.264,-3.34,0.000823419185225741,0.00259461834795388,80.8,0.1364,10.43,down
HMGN2P3,3,0.359,0.107,3.34,0.000824748595025457,0.00259845758559232,72.8,0.0215,7.35,up
AC159540.2,3,-0.504,0.151,-3.34,0.000825208208959732,0.00259935851497676,13.4,0.0101,2.31,down
RP11-384M15.3,3,0.254,0.076,3.34,0.0008252566313515,0.00259935851497676,0,0,0.13,up
CDKN2B,3,0.571,0.171,3.34,0.000826252250708646,0.00260200314745518,85.5,0.0555,13.75,up
ADD3-AS1,3,-0.798,0.239,-3.34,0.000826318569703181,0.00260200314745518,86.9,0.134,15.23,down
RP11-407P2.1,2,-0.264,0.079,-3.34,0.000827403868867529,0.00260507023084331,0,0,0.02,down
RP11-571F15.3,3,-0.32,0.096,-3.34,0.000827867135014012,0.00260617828987937,19.3,0.0055,2.48,down
RNF43,3,-0.417,0.125,-3.34,0.000829435194389245,0.00261076354248458,89.1,0.0339,18.42,down
SOX6,3,-1.003,0.3,-3.34,0.000831520320216797,0.00261684585954064,91.2,0.1959,22.82,down
OXSM,3,0.22,0.066,3.34,0.000831591112355199,0.00261684585954064,52.2,0.0065,4.18,up
PTGS1,3,-0.453,0.135,-3.34,0.000832733578829624,0.00262008875629337,80.7,0.0338,10.38,down
ASMTL,3,-0.391,0.117,-3.34,0.000833355615454867,0.00262169353610845,82.6,0.0314,11.48,down
KCNH8,3,-1.08,0.323,-3.34,0.000834424106448666,0.00262470221820167,65.4,0.1956,5.78,down
CERS6,3,-0.736,0.22,-3.34,0.000836414357977592,0.00263060912345794,93.9,0.1247,32.77,down
ZNF675,3,-0.674,0.202,-3.34,0.000838534512088041,0.00263692294377606,88.7,0.0959,17.62,down
NUFIP1,3,0.13,0.039,3.34,0.00083915733627215,0.00263852707653388,0,0,0.33,up
EIF3KP1,2,0.279,0.084,3.34,0.000840314488278041,0.00264181061725768,0,0,0.81,up
CDH3,3,1.184,0.355,3.34,0.000841800114639341,0.00264612580684736,94.4,0.3295,35.99,up
TDP1,3,0.402,0.121,3.34,0.000842815577191507,0.00264896211687379,88.6,0.0342,17.62,up
CCDC36,2,-0.749,0.224,-3.34,0.000843622824830188,0.00265114333554167,69.2,0.0703,3.24,down
CHFR,3,0.341,0.102,3.34,0.000844052855781891,0.00265178982931705,87.5,0.0239,15.98,up
RAD9B,3,0.19,0.057,3.34,0.000844055107789369,0.00265178982931705,0,0,1.65,up
RP11-649E7.5,3,0.098,0.029,3.34,0.000846265075178872,0.00265837616007276,0,0,0.17,up
AMMECR1,3,0.93,0.279,3.34,0.000847718366116348,0.00266258409129446,96.6,0.2088,58.68,up
TCTN1,3,-0.358,0.107,-3.34,0.000847833657921266,0.00266258895871732,84.6,0.0241,13.01,down
FOSB,3,0.764,0.229,3.34,0.000848169857589492,0.00266328748441481,41.9,0.0672,3.44,up
EDARADD,3,0.571,0.171,3.34,0.000849543795794033,0.00266724392646761,92.2,0.0748,25.55,up
SENP7,3,-0.514,0.154,-3.34,0.00084970737023374,0.00266739973579209,80,0.054,10,down
RPL12P38,3,-0.214,0.064,-3.34,0.000850033274081574,0.00266806501917077,17.9,0.0026,2.44,down
POLR2B,3,0.171,0.051,3.34,0.000850165105862114,0.002668121056861,62.2,0.0046,5.29,up
ADGRF4,3,-0.593,0.178,-3.34,0.000851231909723008,0.00267111096175682,89.6,0.0639,19.21,down
PTPN2,3,0.511,0.153,3.34,0.000851838715087069,0.00267265681295714,95.6,0.066,45.95,up
LGMN,3,0.502,0.151,3.33,0.000853693531547898,0.00267811737871948,83.6,0.049,12.16,up
FBXW5,3,0.468,0.14,3.33,0.000853846344677818,0.0026782378510737,86.7,0.05,15.06,up
TRPV1,3,-0.217,0.065,-3.33,0.000854384780801649,0.00267950136416556,0,0,1.65,down
DARS-AS1,3,0.441,0.132,3.33,0.000854478093190477,0.00267950136416556,84.4,0.041,12.82,up
CTD-2015H6.3,3,0.483,0.145,3.33,0.00085575567625156,0.00268314822198939,81.1,0.0485,10.56,up
EMC8,3,0.431,0.129,3.33,0.000856213292189536,0.00268422351103051,87.9,0.0376,16.56,up
RP11-700H6.4,2,1.136,0.341,3.33,0.000857628951048526,0.00268810057926151,77.1,0.1812,4.37,up
LINC00672,3,-0.822,0.247,-3.33,0.000857679662800813,0.00268810057926151,57.3,0.1047,4.69,down
RP11-277P12.20,3,1.31,0.393,3.33,0.000859266845435,0.0026923149648188,93.5,0.4108,30.94,up
ISG20L2,3,0.439,0.132,3.33,0.000859295066152692,0.0026923149648188,90.5,0.0438,21.14,up
TVP23A,3,0.5,0.15,3.33,0.000859369362942718,0.0026923149648188,91.5,0.0543,23.62,up
AC009120.5,2,-0.36,0.108,-3.33,0.000860006506906627,0.00269395053126953,0,0,0.55,down
MIR3614,3,0.824,0.247,3.33,0.000860631582244295,0.00269554786041701,83.2,0.1411,11.9,up
LINC01698,2,-2.443,0.733,-3.33,0.000861264039923782,0.00269716788101349,75,0.8203,4.01,down
E2F6,3,0.122,0.037,3.33,0.000861573423977554,0.00269748917451817,26,0.0012,2.7,up
RP11-504P24.3,3,-0.452,0.136,-3.33,0.000861597101878438,0.00269748917451817,56.5,0.0289,4.6,down
INSIG2,3,-0.719,0.216,-3.33,0.000862932884727404,0.00270130996236745,93.3,0.1241,30.07,down
ATP5BP1,2,0.377,0.113,3.33,0.000863481590385929,0.00270266620528737,0,0,0.41,up
UNC13C,2,-1.711,0.514,-3.33,0.000863717443016537,0.00270304299780403,90.2,0.4768,10.21,down
KDM2B,3,0.277,0.083,3.33,0.000865349904892254,0.00270778985745526,81.2,0.0145,10.66,up
DCBLD1,3,0.412,0.124,3.33,0.00086609488887429,0.00270975878824622,76.5,0.0288,8.52,up
KY,2,-0.233,0.07,-3.33,0.000866333457744754,0.00271014297906548,0,0,0.68,down
GRIA4,2,-2.867,0.861,-3.33,0.000866906343468887,0.00271157276780641,95.6,1.4178,22.65,down
AC093110.3,3,-0.611,0.183,-3.33,0.000867360496626232,0.00271263084375731,92.9,0.0895,28.01,down
SLC25A22,3,0.309,0.093,3.33,0.000869328060093835,0.00271810419649737,53.3,0.0128,4.28,up
BOLA2,3,0.455,0.137,3.33,0.000869342821956333,0.00271810419649737,74.3,0.0353,7.79,up
AC000032.2,3,-0.599,0.18,-3.33,0.000869973681421503,0.00271971339588621,0,0,1.18,down
RP11-488C13.5,3,0.596,0.179,3.33,0.00087028522456026,0.00272032405150636,89.4,0.0729,18.86,up
PLEKHO2,3,0.31,0.093,3.33,0.000871941832719192,0.00272513836610462,68.3,0.0169,6.32,up
COQ2,3,0.364,0.109,3.33,0.000872234252348472,0.00272568837447942,84.5,0.0281,12.91,up
PPP1CC,3,0.21,0.063,3.33,0.000874251330944318,0.00273162698959898,62.9,0.0071,5.39,up
C17orf100,3,-0.441,0.133,-3.33,0.000876559009928518,0.00273847188888518,78.6,0.0391,9.33,down
PRUNE2,3,-1.139,0.342,-3.33,0.000876682958369826,0.00273849364457956,84.1,0.2374,12.59,down
MTA2,3,0.305,0.092,3.33,0.000877777716258476,0.0027415475063235,85.9,0.0195,14.16,up
ST6GALNAC1,3,2.913,0.876,3.33,0.000878416947671087,0.00274317800534051,93.5,1.828,30.73,up
MEGF8,3,-0.161,0.049,-3.33,0.000879173051784115,0.00274517299842795,21.8,0.0016,2.56,down
SERINC2,3,0.638,0.192,3.33,0.000879958864143531,0.00274726020948732,75,0.0703,7.99,up
GNAQP1,3,-0.299,0.09,-3.33,0.000881723424326512,0.00275240213895977,0,0,0.56,down
OFD1,3,-0.134,0.04,-3.33,0.00088300234744273,0.00275602692683825,5.3,3e-04,2.11,down
PTER,3,-0.254,0.076,-3.33,0.000883505905220974,0.00275723100057563,64.9,0.0102,5.69,down
NKX6-2,3,-0.681,0.205,-3.32,0.000884233361568833,0.00275913339922218,89.3,0.0974,18.68,down
SPIN2A,3,-0.617,0.185,-3.32,0.000885052588082855,0.00276116375112535,70.1,0.0706,6.69,down
RAPGEF2,3,-0.467,0.14,-3.32,0.000885119944826545,0.00276116375112535,90.8,0.0481,21.67,down
ABCC1,3,0.818,0.246,3.32,0.000890522774724659,0.00277764791919114,95.8,0.165,47.58,up
RP11-548B3.3,2,-1.878,0.565,-3.32,0.00089248789381456,0.00278340648898282,93,0.5966,14.3,down
FAM26F,3,1.37,0.412,3.32,0.000893847345266917,0.00278727487749477,74,0.3444,7.7,up
AC008592.3,3,0.608,0.183,3.32,0.000896468308575387,0.00279468420006372,67.2,0.0643,6.09,up
PKP4,3,0.08,0.024,3.32,0.000896497953660581,0.00279468420006372,0,0,0.67,up
USP49,3,-0.242,0.073,-3.32,0.000896581585820775,0.00279468420006372,51.8,0.0081,4.15,down
TACR2,2,-1.287,0.388,-3.32,0.00089699829492636,0.00279561084887913,94.3,0.2833,17.49,down
MFSD7,3,-0.475,0.143,-3.32,0.000897785891070966,0.00279769301438768,55.9,0.0303,4.53,down
ESF1,3,-0.18,0.054,-3.32,0.000899196863423875,0.00280171694075462,11,0.0011,2.25,down
SLC16A5,3,-0.603,0.182,-3.32,0.000902165466599039,0.00281039708693437,88.4,0.0795,17.18,down
RP11-736K20.5,2,-1.634,0.492,-3.32,0.000902222824909727,0.00281039708693437,78.5,0.3935,4.65,down
CCDC43,3,0.326,0.098,3.32,0.000905695485716966,0.00282083896023795,84.3,0.0221,12.76,up
RPS15AP38,3,-0.151,0.045,-3.32,0.000908922755243682,0.00283029167842292,0,0,1.72,down
RP11-229D13.3,2,-0.494,0.149,-3.32,0.000908972311435069,0.00283029167842292,0,0,0.82,down
MTATP6P1,3,-0.207,0.063,-3.32,0.000909329700431635,0.00283102792358081,0,0,1.49,down
RPL7P23,3,-0.25,0.075,-3.32,0.000909550049931071,0.00283133738282399,52,0.0089,4.17,down
MINK1,3,0.42,0.127,3.32,0.00091144763083838,0.00283686711744391,84.5,0.0356,12.88,up
CDH19,3,-0.868,0.262,-3.32,0.000912577501128496,0.0028400062116348,71.9,0.1257,7.11,down
KB-1572G7.2,3,-0.249,0.075,-3.32,0.000914582387398531,0.00284586722140266,0,0,1.01,down
SPATA7,3,-0.693,0.209,-3.31,0.000916500574792479,0.00285145693186033,92.9,0.1144,28.08,down
MIR99AHG,3,-1.088,0.328,-3.31,0.000917046891450599,0.00285277749926473,92.1,0.2287,25.24,down
PFN1,3,0.542,0.164,3.31,0.00091834541069122,0.00285643737960016,90.8,0.0674,21.66,up
